comunidad_autonoma,edad,genero,actividad_fisica,asistencia_cine,asistencia_directos,asistencia_cultural,asistencia_deporte,dias_alta_contaminacion,homicidios_100mhabit,criminalidad_1000habit,estudios,estado_civil,horasTrabajadas_mes,salario_anual,satisf_hospitales,satisf_dentistas,satisf_especialistas,satisf_medGeneral,frecuencia_felicidad
Cataluña,49,mujer,nivel_bajo,no,no_puede,si,no,4.5554,0.983,67.1249,educacion_superior,soltero/a,120.8559,25268.9459,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,algunas_veces
Cataluña,50,hombre,nivel_moderado,no,no_puede,no,no,3.0722,1.1479,68.0768,educacion_superior,separado/a,162.8523,27145.8456,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_insatisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,54,hombre,nivel_bajo,si,no,si,no,5.5363,0.9261,69.4415,segundo_secundaria_profesional,casado/a,196.9225,26228.0043,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,27,mujer,nivel_bajo,no,no,no,no,3.157,0.7223,71.25,educacion_superior,casado/a,170.7526,30938.8513,hospitales_neutral,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,52,hombre,nivel_bajo,no,no,no,no,3.8807,0.7948,74.3115,educacion_superior,soltero/a,176.6033,36793.2268,hospitales_insatisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,35,mujer,nivel_alto,no_puede,si,no,no,4.8012,0.621,33.1225,primero_secundaria,soltero/a,160.7907,21864.3088,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_insatisfecho/a,muy_a_menudo
Cataluña,64,hombre,nivel_bajo,no,si,si,no,4.7608,1.0209,55.9354,educacion_superior,casado/a,84.4389,30668.3338,hospitales_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,algunas_veces
Cataluña,74,hombre,nivel_bajo,no,no,no,si,2.9271,0.6523,48.5967,primaria,casado/a,182.1948,32527.2326,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,algunas_veces
Cataluña,32,hombre,nivel_moderado,si,no_puede,si,no,2.2145,0.6803,55.8119,primaria,casado/a,122.135,28097.8172,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,63,mujer,nivel_bajo,no,no,si,no,3.6858,0.9519,42.9475,primero_secundaria,soltero/a,109.2049,36711.3116,hospitales_muy_insatisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,70,mujer,nivel_moderado,no,si,si,no,6.6577,1.3094,54.4906,educacion_superior,casado/a,203.5942,34615.7898,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,47,mujer,nivel_moderado,si,no,no,no,1.9528,0.8747,56.9202,segundo_secundaria_general,casado/a,161.6312,7441.2276,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,26,mujer,nivel_moderado,si,si,si,no,7.1789,0.9597,82.9616,segundo_secundaria_general,soltero/a,193.4829,27124.6645,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,39,mujer,nivel_bajo,si,si,si,no,5.4829,1.2096,76.5458,educacion_superior,casado/a,142.5378,18906.1871,hospitales_muy_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_neutral,algunas_veces
Cataluña,49,hombre,nivel_moderado,no,si,no,no,2.8551,0.7392,89.3123,educacion_superior,soltero/a,183.1153,24468.339,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,68,mujer,nivel_alto,no,no_puede,no,si,3.8026,1.0219,63.0962,primaria,soltero/a,135.8343,27668.6066,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Cataluña,75,hombre,nivel_moderado,no,no,no,no,1.591,0.7621,79.0293,primero_secundaria,casado/a,209.9291,22826.4217,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,40,hombre,nivel_alto,si,si,no,si,0.0,0.8785,76.3287,primero_secundaria,soltero/a,215.5154,34281.2926,hospitales_neutral,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,62,hombre,nivel_bajo,si,no,si,no,3.9419,0.5623,61.8139,educacion_superior,divorciado/a,127.0036,30854.699,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,44,hombre,nivel_alto,no_puede,no_puede,no_puede,si,4.0943,0.6824,93.2114,segundo_secundaria_general,soltero/a,222.7243,31101.5789,hospitales_muy_satisfecho/a,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,69,hombre,nivel_moderado,no,no,no,no,1.345,0.7026,68.1797,educacion_superior,casado/a,129.3931,33647.6076,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,24,hombre,nivel_bajo,no,no_puede,si,no,3.7601,0.9625,55.933,primero_secundaria,soltero/a,161.6587,31971.4727,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,43,mujer,nivel_alto,si,no_puede,no,no_puede,4.3719,1.0837,49.6739,segundo_secundaria_general,casado/a,130.7338,25076.8943,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,60,hombre,nivel_moderado,si,no,no,si,4.9065,0.8239,68.1531,primero_secundaria,casado/a,191.3196,42684.9581,hospitales_muy_insatisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_neutral,muy_a_menudo
Cataluña,24,hombre,nivel_bajo,no_puede,no,no,no,0.4924,1.2206,55.6424,primero_secundaria,casado/a,173.3833,27950.7269,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,55,hombre,nivel_bajo,no,no,si,no,1.8897,0.7656,54.4958,educacion_superior,casado/a,136.2747,24572.3304,hospitales_satisfecho/a,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,43,mujer,nivel_bajo,si,si,no,no,4.7601,1.078,64.0271,educacion_superior,soltero/a,175.295,24859.8933,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,59,hombre,nivel_alto,si,si,no,no,4.5021,0.904,67.2633,estudios_primarios_incompletos,casado/a,127.9961,31946.214,hospitales_muy_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,46,hombre,nivel_bajo,si,no_puede,no,si,3.8119,0.8585,63.9277,segundo_secundaria_general,soltero/a,149.8339,24464.9087,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,38,hombre,nivel_moderado,no,no,no,no,6.302,0.8038,46.5861,primaria,divorciado/a,134.05,34830.8524,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,64,hombre,nivel_bajo,no_puede,no,si,no,4.9119,0.9818,79.3598,educacion_superior,soltero/a,114.5724,35701.1098,hospitales_muy_insatisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_insatisfecho/a,muy_a_menudo
Cataluña,66,hombre,nivel_bajo,no,no,no,si,3.9056,0.8892,70.1365,educacion_superior,casado/a,204.6952,28987.2958,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_insatisfecho/a,muy_a_menudo
Cataluña,40,mujer,nivel_bajo,no,no,no,si,3.5642,1.0565,67.2095,segundo_secundaria_general,casado/a,169.1826,37277.2646,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,58,hombre,nivel_bajo,no,si,no,no,3.7558,0.9999,67.1568,primero_secundaria,soltero/a,187.3749,31875.9182,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Cataluña,47,mujer,nivel_alto,no,no,no,no,3.3683,0.6639,80.5587,segundo_secundaria_profesional,casado/a,143.0854,22904.9278,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,63,hombre,nivel_alto,no,si,no,no,2.2756,0.7923,80.9404,segundo_secundaria_profesional,soltero/a,154.9818,22191.0536,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,69,hombre,nivel_bajo,no,no_puede,no,si,2.2949,0.931,72.4237,primaria,casado/a,177.0105,29712.2579,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,nunca
Cataluña,21,mujer,nivel_bajo,no,no,no,no,4.3577,0.8299,52.409,segundo_secundaria_general,casado/a,208.4261,34324.0026,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,43,hombre,nivel_bajo,no_puede,no_puede,si,no_puede,1.9884,0.9473,61.1951,segundo_secundaria_general,soltero/a,163.8131,23617.3703,hospitales_satisfecho/a,dentistas_insatisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,94,mujer,nivel_bajo,si,si,no,si,6.8398,0.4313,66.298,educacion_superior,soltero/a,187.0738,22803.4732,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,63,hombre,nivel_bajo,no,si,no,si,1.9505,1.0218,50.1162,primero_secundaria,casado/a,206.7764,24842.4227,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,56,mujer,nivel_bajo,no,no,no,no,2.6111,1.0002,64.0058,educacion_superior,soltero/a,96.989,17165.5435,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_neutral,muy_a_menudo
Cataluña,80,hombre,nivel_alto,no,si,no,si,2.1103,0.7643,64.8838,educacion_superior,casado/a,213.6554,17388.6786,hospitales_muy_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,33,hombre,nivel_alto,no,no,no,no,0.565,0.7883,64.5422,educacion_superior,casado/a,93.0074,34314.6652,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Cataluña,66,mujer,nivel_bajo,si,si,no,si,2.4078,0.7593,56.287,educacion_superior,divorciado/a,94.2516,31819.1524,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,44,hombre,nivel_moderado,no,no,no,no_puede,4.8329,0.6701,88.496,segundo_secundaria_general,divorciado/a,130.0265,30267.6057,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Cataluña,58,hombre,nivel_bajo,no,si,si,no,6.5764,0.6638,53.7662,segundo_secundaria_general,casado/a,90.2272,25253.2278,hospitales_neutral,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,30,hombre,nivel_bajo,si,no,no,no,2.3151,1.0341,65.6148,primero_secundaria,casado/a,215.3212,22819.0379,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,29,mujer,nivel_bajo,no,no_puede,si,no,2.2248,0.9877,66.7718,segundo_secundaria_general,casado/a,94.9824,22172.7705,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,20,mujer,nivel_moderado,si,no,no,no_puede,0.9061,0.8153,72.4042,educacion_superior,casado/a,165.5481,31876.462,hospitales_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,44,hombre,nivel_bajo,si,no,si,no,2.9966,0.9391,72.9967,segundo_secundaria_profesional,viudo/a,130.9206,35033.5681,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,nunca
Cataluña,59,mujer,nivel_bajo,si,si,no_puede,no_puede,0.9153,0.6201,81.2271,primero_secundaria,soltero/a,171.0454,31639.7931,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,42,hombre,nivel_bajo,no,si,no,no,2.5108,0.9413,68.0549,primaria,casado/a,157.1259,25785.1117,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Cataluña,60,hombre,nivel_bajo,no,si,no,no,2.1819,0.9333,44.5454,primaria,casado/a,135.1033,22459.1015,hospitales_satisfecho/a,dentistas_insatisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,77,hombre,nivel_alto,no,no,si,no,1.1855,1.3397,54.4804,educacion_superior,soltero/a,105.0561,22404.9158,hospitales_neutral,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,53,mujer,nivel_moderado,no,si,si,no,4.3599,1.1359,56.6569,segundo_secundaria_general,soltero/a,100.214,26885.4834,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,12,hombre,nivel_alto,no,no,no,no,6.5196,1.1405,51.4567,primero_secundaria,soltero/a,128.4911,23451.7814,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,26,mujer,nivel_moderado,no,no,si,no,3.6543,0.7512,64.8285,educacion_superior,soltero/a,113.6776,17075.65,hospitales_neutral,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,65,mujer,nivel_bajo,no,no,no,no,4.7489,0.407,74.1056,primaria,divorciado/a,200.3936,34530.9281,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,75,hombre,nivel_alto,no_puede,si,si,no,5.6251,0.8073,58.0259,segundo_secundaria_profesional,soltero/a,130.8185,24477.9888,hospitales_satisfecho/a,dentistas_insatisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,33,hombre,nivel_bajo,no,no,no,no,3.3884,1.0838,66.9032,primero_secundaria,casado/a,113.382,25078.6473,hospitales_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,75,mujer,nivel_bajo,no,no,no,no,2.159,0.9066,56.8458,educacion_superior,soltero/a,157.0236,37315.0418,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Cataluña,16,hombre,nivel_bajo,no,no,si,no,5.4781,0.9481,78.5714,educacion_superior,viudo/a,114.2303,25472.1242,hospitales_muy_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Cataluña,35,mujer,nivel_moderado,no,no,no,si,4.0233,0.9245,63.9069,primero_secundaria,soltero/a,76.738,17347.6195,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,69,hombre,nivel_bajo,si,si,no,si,2.4977,0.688,58.865,educacion_superior,divorciado/a,151.003,29950.258,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,65,mujer,nivel_moderado,no,no_puede,no,no,5.1693,0.7445,81.5522,primero_secundaria,soltero/a,180.1523,28421.584,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,73,mujer,nivel_bajo,no,si,no,si,2.5677,0.6984,62.2518,educacion_superior,casado/a,100.7821,23026.5612,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,25,mujer,nivel_moderado,si,si,no,si,1.7521,0.3968,74.8981,educacion_superior,separado/a,77.9974,29560.5588,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,82,mujer,nivel_bajo,si,no,si,no,3.3219,0.6375,67.147,educacion_superior,soltero/a,158.4611,25238.6933,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,53,mujer,nivel_bajo,no,no,si,no_puede,2.9754,0.7575,57.2728,educacion_superior,soltero/a,142.8987,32015.7206,hospitales_muy_insatisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,30,mujer,nivel_bajo,si,no_puede,si,no,6.6169,1.2741,63.594,primero_secundaria,soltero/a,190.6105,31536.0754,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,50,hombre,nivel_moderado,si,si,no,no,3.4042,0.861,52.0063,educacion_superior,divorciado/a,142.7551,17858.7509,hospitales_muy_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Cataluña,69,mujer,nivel_alto,no_puede,no,si,si,1.3105,0.654,66.1733,educacion_superior,soltero/a,114.444,27191.0987,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,66,hombre,nivel_alto,no,no_puede,no,no_puede,5.4941,0.7809,72.9572,educacion_superior,casado/a,181.4675,24057.5328,hospitales_muy_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,22,hombre,nivel_moderado,no,no,si,si,2.6199,1.2036,74.6341,primero_secundaria,viudo/a,144.6535,34324.9941,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,72,mujer,nivel_bajo,no,no,si,no,3.9813,1.1155,77.3132,segundo_secundaria_profesional,soltero/a,137.5964,18839.0623,hospitales_muy_satisfecho/a,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,24,mujer,nivel_bajo,si,no,no,si,7.1844,0.714,76.682,educacion_superior,soltero/a,99.2489,25883.729,hospitales_muy_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,15,hombre,nivel_moderado,si,si,no,si,6.5884,1.0398,81.7004,educacion_superior,soltero/a,150.2303,35538.6684,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Cataluña,19,mujer,nivel_bajo,si,si,no,si,0.2804,0.6746,51.3103,primero_secundaria,viudo/a,118.9206,27251.8904,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,algunas_veces
Cataluña,55,hombre,nivel_bajo,no,si,no,si,3.5668,0.9253,67.9106,segundo_secundaria_general,soltero/a,116.5611,30375.4165,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Cataluña,25,mujer,nivel_moderado,si,si,no,no,0.5057,1.0721,62.5252,primero_secundaria,viudo/a,117.975,32205.1445,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,70,hombre,nivel_moderado,no,no,no,no,5.8098,0.8939,69.8915,primero_secundaria,soltero/a,177.8031,24826.0231,hospitales_neutral,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,39,hombre,nivel_moderado,no,no_puede,no,no,1.8994,0.665,40.1734,educacion_superior,casado/a,145.8221,20182.5937,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,30,mujer,nivel_alto,no,no,no,no,5.6368,0.8082,62.9818,primero_secundaria,casado/a,154.6534,28599.2728,hospitales_muy_insatisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,58,mujer,nivel_bajo,no,si,si,si,3.2078,0.8093,53.8177,primero_secundaria,soltero/a,99.7243,27763.1146,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,20,mujer,nivel_alto,no,no,si,no,1.0699,0.6335,79.0723,primero_secundaria,casado/a,120.4223,25172.7768,hospitales_neutral,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,78,mujer,nivel_bajo,si,si,no_puede,no,5.9965,0.9061,60.6156,educacion_superior,casado/a,149.2396,31085.8858,hospitales_muy_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,22,mujer,nivel_bajo,no,no,si,no,0.3287,0.7121,64.0489,primaria,soltero/a,127.4488,44781.1371,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,64,mujer,nivel_bajo,si,no,si,no,2.0997,0.8804,61.1679,educacion_superior,casado/a,185.6555,26056.1356,hospitales_muy_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_insatisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,39,mujer,nivel_bajo,si,no_puede,no,no,2.1372,0.6076,53.7156,segundo_secundaria_profesional,casado/a,167.7942,40016.0853,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,88,mujer,nivel_bajo,no_puede,si,si,no,3.7514,0.742,68.4216,segundo_secundaria_general,soltero/a,179.4699,30859.4795,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,30,mujer,nivel_bajo,no,no,no,no,2.4696,1.4246,44.9739,primaria,casado/a,124.3765,35173.748,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_satisfecho/a,nunca
Cataluña,24,hombre,nivel_bajo,no,no,no,no,1.8721,0.9219,89.4518,primero_secundaria,casado/a,111.9457,28163.1681,hospitales_neutral,dentistas_muy_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,nunca
Cataluña,37,mujer,nivel_bajo,no,no,no,si,3.4218,0.4411,97.5406,estudios_primarios_incompletos,casado/a,174.4749,33449.1169,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Cataluña,58,mujer,nivel_moderado,no,no,no_puede,no,4.4288,1.1602,53.2437,primero_secundaria,casado/a,143.0159,26041.3949,hospitales_neutral,dentistas_neutral,especialistas_satisfecho/a,medGeneral_neutral,algunas_veces
Cataluña,66,hombre,nivel_moderado,no,si,no,no,3.302,0.5886,81.8939,segundo_secundaria_profesional,soltero/a,196.5532,32549.8225,hospitales_muy_satisfecho/a,dentistas_insatisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Cataluña,18,hombre,nivel_bajo,no,no,si,no,2.7093,0.9061,56.0975,primaria,viudo/a,149.7477,39435.5843,hospitales_neutral,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Cataluña,39,mujer,nivel_bajo,no,si,no,si,0.0551,0.6951,39.45,primaria,casado/a,231.6479,23260.2388,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,37,mujer,nivel_alto,si,no,no,no,0.0,0.4046,66.4898,primaria,casado/a,120.735,33902.2117,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_insatisfecho/a,algunas_veces
Cataluña,36,hombre,nivel_alto,no,no,no,no,2.7741,0.5448,70.4154,segundo_secundaria_general,soltero/a,186.2281,30100.2216,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,algunas_veces
Cataluña,46,mujer,nivel_bajo,no,no,no,no,2.9373,0.7772,46.8547,segundo_secundaria_general,soltero/a,131.4419,10815.6871,hospitales_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,63,hombre,nivel_alto,no,no_puede,no,si,2.8889,0.8058,77.2647,educacion_superior,soltero/a,115.8453,39096.1868,hospitales_satisfecho/a,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,24,mujer,nivel_moderado,no,si,si,no,2.107,0.5194,79.2139,primero_secundaria,soltero/a,161.3657,25801.4369,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,29,mujer,nivel_bajo,no,no,no_puede,si,7.1203,0.7916,67.6713,primero_secundaria,viudo/a,135.3447,23002.2512,hospitales_neutral,dentistas_neutral,especialistas_insatisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Cataluña,82,hombre,nivel_alto,no,no,no,no,3.0385,1.1401,57.7985,estudios_primarios_incompletos,casado/a,216.4421,24533.6652,hospitales_neutral,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Cataluña,46,mujer,nivel_moderado,no_puede,no_puede,no,no_puede,6.6668,0.8825,76.5335,educacion_superior,soltero/a,126.5932,33251.3845,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_muy_insatisfecho/a,algunas_veces
